exp_id,rep,weather,start_point,end_point,result,initial_distance,final_distance,final_time,time_out,,
27,0,3,7,3,1,4638,193.1522059,10.385,24.787,20,50
27,0,3,0,4,1,5477.061712,163.2935148,12.127,27.7444,20,50
27,0,3,68,50,1,26154,189.4713738,45.56,104.6368,20,50
27,0,3,61,59,1,3471,166.4804638,8.308,21.8296,20,50
27,0,3,47,64,0,25835,14521.44658,104.6368,104.6368,20,50
27,0,3,147,90,1,18045,187.5630935,41.138,75.0628,20,50
27,0,3,33,87,1,9960.097184,170.2395083,14.003,45.4888,20,50
28,0,3,138,17,1,10208.35972,191.1249012,30.284,57.3184,20,50
28,0,3,47,16,1,4750.866533,188.0213524,15.142,36.6166,20,50
28,0,3,26,9,1,7034.791722,178.9804466,21.574,42.5314,20,50
28,0,3,42,49,0,6391.949464,4740.893922,36.6166,36.6166,20,50
28,0,3,140,124,1,5823.768282,175.3834784,15.544,36.6166,20,50
28,0,3,85,98,1,5187.104105,179.9178219,12.529,33.6592,20,50
28,0,3,65,133,1,4033.868999,172.4677815,137.953,261.379,20,50
28,0,3,137,51,1,5133.075345,178.967359,36.046,72.1054,20,50
28,0,3,76,66,1,7811.423686,170.7091789,17.42,45.4888,20,50
28,0,3,46,39,1,7143.2242,194.7554758,34.103,39.574,20,50
29,0,3,105,29,1,28044.94571,197.4397471,283.075,335.314,20,50
29,0,3,27,130,1,17494.69134,193.8605213,131.722,243.6346,20,50
29,0,3,102,87,1,39180.74011,140.9912875,151.889,364.888,20,50
29,0,3,132,27,0,21656.7027,13568.74577,364.888,364.888,20,50
29,0,3,24,44,1,13482.32708,180.3048524,44.957,75.0628,20,50
29,0,3,96,26,1,14826,197.3140302,35.644,63.2332,20,50
29,0,3,34,67,1,38476.3895,193.9717877,140.298,190.4014,20,50
29,0,3,28,1,1,18389.9124,174.981637,51.791,86.8924,20,50
29,0,3,140,134,1,21063.72327,185.7526078,85.291,104.6368,20,50
29,0,3,105,9,0,25367.98134,5500.239338,187.444,187.444,20,50
30,0,6,36,40,1,7132,196.698976,15.008,36.6166,20,50
30,0,6,39,35,1,7132,181.4764017,12.663,36.6166,20,50
30,0,6,110,114,1,6265.005108,169.8030669,13.467,30.7018,20,50
30,0,6,7,3,1,4638,172.8552517,12.462,24.787,20,50
30,0,6,0,4,1,5477.061712,195.5081938,11.993,27.7444,20,50
30,0,6,68,50,1,26154,181.2500645,50.786,104.6368,20,50
30,0,6,61,59,1,3471,189.7617329,6.566,21.8296,20,50
30,0,6,47,64,1,25835,177.2559247,47.972,104.6368,20,50
30,0,6,147,90,1,18045,167.327286,34.237,75.0628,20,50
30,0,6,33,87,1,9960.097184,161.7150197,16.08,45.4888,20,50
31,0,6,138,17,1,10208.35972,178.1301155,34.907,57.3184,20,50
31,0,6,47,16,0,4750.866533,8232.271102,36.6166,36.6166,20,50
31,0,6,26,9,1,7034.791722,196.7771744,22.981,42.5314,20,50
31,0,6,42,49,1,6391.949464,181.7002104,16.013,36.6166,20,50
31,0,6,140,124,1,5823.768282,173.4826581,17.554,36.6166,20,50
31,0,6,85,98,1,5187.104105,196.4540185,13.467,33.6592,20,50
31,0,6,65,133,1,4033.868999,196.1951987,143.38,261.379,20,50
31,0,6,137,51,1,5133.075345,184.1272927,33.366,72.1054,20,50
31,0,6,76,66,1,7811.423686,187.0526281,17.554,45.4888,20,50
31,0,6,46,39,1,7143.2242,188.0159584,17.889,39.574,20,50
32,0,6,105,29,0,28044.94571,19162.21516,335.314,335.314,20,50
32,0,6,27,130,0,17494.69134,22262.523,243.6346,243.6346,20,50
32,0,6,102,87,1,39180.74011,172.2272787,166.16,364.888,20,50
32,0,6,132,27,0,21656.7027,8854.436706,364.888,364.888,20,50
32,0,6,24,44,1,13482.32708,192.1976724,44.689,75.0628,20,50
32,0,6,96,26,1,14826,197.0379691,47.235,63.2332,20,50
32,0,6,34,67,1,38476.3895,194.8113592,144.318,190.4014,20,50
32,0,6,28,1,1,18389.9124,180.2099072,66.531,86.8924,20,50
32,0,6,140,134,0,21063.72327,2756.456536,104.6368,104.6368,20,50
32,0,6,105,9,1,25367.98134,196.3565761,157.718,187.444,20,50
33,0,8,36,40,1,7132,183.5412212,16.214,36.6166,20,50
33,0,8,39,35,1,7132,158.5925755,11.055,36.6166,20,50
33,0,8,110,114,1,6265.005108,175.202086,13.4,30.7018,20,50
33,0,8,7,3,1,4638,167.1064203,10.385,24.787,20,50
33,0,8,0,4,1,5477.061712,197.1544402,11.859,27.7444,20,50
33,0,8,68,50,1,26154,172.6865201,47.168,104.6368,20,50
33,0,8,61,59,1,3471,153.7088348,6.968,21.8296,20,50
33,0,8,47,64,1,25835,183.8213447,58.96,104.6368,20,50
33,0,8,147,90,1,18045,171.691957,36.716,75.0628,20,50
33,0,8,33,87,1,9960.097184,151.2934424,14.405,45.4888,20,50
34,0,8,138,17,1,10208.35972,197.8418038,30.284,57.3184,20,50
34,0,8,47,16,1,4750.866533,197.9342969,13.065,36.6166,20,50
34,0,8,26,9,1,7034.791722,194.8641928,20.569,42.5314,20,50
34,0,8,42,49,1,6391.949464,184.7019418,16.214,36.6166,20,50
34,0,8,140,124,1,5823.768282,168.8107562,18.023,36.6166,20,50
34,0,8,85,98,1,5187.104105,196.612448,13.467,33.6592,20,50
34,0,8,65,133,1,4033.868999,184.7490144,158.053,261.379,20,50
34,0,8,137,51,0,5133.075345,5068.07738,72.1054,72.1054,20,50
34,0,8,76,66,1,7811.423686,185.6291611,18.559,45.4888,20,50
